Type,Title,Authors,Journal,Publisher,DOI,Handle,"Publication Date",Citation,Abstract,"Link to License",Status,"Link to PDF","Link to Extracted Text","Metadata Last Modified"
Article,"Synthetic biology open language (SBOL) version 3.1.0","Buecherl, Lukas||Mitchell, Thomas||Scott-Brown, James||Vaidyanathan, Prashant||Vidal, Gonzalo||Baig, Hasan||Bartley, Bryan||Beal, Jacob||Crowther, Matthew||Fontanarossa, Pedro||Gorochowski, Thomas||Grunberg, Raik||Kulkarni, Vishwesh||McLaughlin, James||Mısırlı, Göksel||Oberortner, Ernst||Wipat, Anil||Myers, Chris","Journal of Integrative Bioinformatics","Walter de Gruyter GmbH",10.1515/jib-2022-0058,http://hdl.handle.net/10754/690346,2023-03-13,"Buecherl, L., Mitchell, T., Scott-Brown, J., Vaidyanathan, P., Vidal, G., Baig, H., Bartley, B., Beal, J., Crowther, M., Fontanarrosa, P., Gorochowski, T., Grünberg, R., Kulkarni, V., McLaughlin, J., Mısırlı, G., Oberortner, E., Wipat, A., & Myers, C. (2023). Synthetic biology open language (SBOL) version 3.1.0. Journal of Integrative Bioinformatics, 0(0). https://doi.org/10.1515/jib-2022-0058","Synthetic biology builds upon genetics, molecular biology, and metabolic engineering by applyingengineering principles to the design of biological systems. When designing a synthetic system, synthetic biolo-gists need to exchange information about multiple types of molecules, the intended behavior of the system, andactual experimental measurements. TheSynthetic Biology Open Language(SBOL) has been developed as a stan-dard to support the specification and exchange of biological design information in synthetic biology, followingan open community process involving both bench scientists and scientific modelers and software develop-ers, across academia, industry, and other institutions. This document describes SBOL 3.1.0, which improveson version 3.0.0 by including a number of corrections and clarifications as well as several other updates andenhancements. First, this version includes a complete set of validation rules for checking whether documentsare valid SBOL 3. Second, the best practices section has been moved to an online repository that allows formore rapid and interactive of sharing these conventions. Third, it includes updates based upon six commu-nity approved enhancement proposals. Two enhancement proposals are related to the representation of anobject’s namespace. In particular, theNamespaceclass has been removed and replaced with anamespaceproperty on each class. Another enhancement is the generalization of theCombinatorialDeriviationclass toallow direct use ofFeaturesandMeasures.Next,theParticipationclass now allowInteractionsto bepartic-ipantsto describe higher-order interactions. Another change is the use ofSequence Ontologyterms forFeatureorientation. Finally, this version of SBOL has generalized from using Unique Reference Identifiers (URIs) toInternationalized Resource Identifiers(IRIs) to support international character sets.",http://creativecommons.org/licenses/by/4.0,Published,https://repository.kaust.edu.sa/bitstream/10754/690346/1/10.1515_jib-2022-0058.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690346/10.1515_jib-2022-0058.pdf.txt,2023-03-15T10:50:08
Article,"Light-Induced Bipolar Photoresponse with Amplified Photocurrents in Electrolyte-Assisted Bipolar p-n Junction","Fang, Shi||Li, Liuan||Wang, Weiyi||Chen, Wei||Wang, Danhao||Kang, Yang||Liu, Xin||Jia, Hongfeng||Luo, Yuanmin||Yu, Huabin||Memon, Muhammad Hunain||Hu, Wei||Ooi, Boon S.||He, Jr-Hau||Sun, Haiding","Advanced Materials",Wiley,10.1002/adma.202300911,http://hdl.handle.net/10754/690345,2023-03-13,"Fang, S., Li, L., Wang, W., Chen, W., Wang, D., Kang, Y., Liu, X., Jia, H., Luo, Y., Yu, H., Memon, M. H., Hu, W., Ooi, B. S., He, J., & Sun, H. (2023). Light-Induced Bipolar Photoresponse with Amplified Photocurrents in Electrolyte-Assisted Bipolar p-n Junction. Advanced Materials, 2300911. Portico. https://doi.org/10.1002/adma.202300911","The p-n junction with bipolar characteristics sets the fundamental unit to build electronics while its unique rectification behavior constrains the degree of carrier tunability for expanded functionalities. Herein, we report a bipolar-junction photoelectrode employed with gallium nitride (GaN) p-n homojunction nanowire array that operates in electrolyte, demonstrating bipolar photoresponse controlled by different wavelengths of light. Significantly, with rational decoration of a ruthenium-oxides (RuOx) layer on nanowires guided by theoretical modeling, the resulted RuOx/p-n GaN photoelectrode exhibits unambiguously boosted bipolar photoresponse by an enhancement of 775% and 3000% for positive and negative photocurrents, respectively, compared to the pristine nanowires. The loading of RuOx layer on nanowire surface optimizes surface band bending which facilitates charge transfer across the GaN/electrolyte interface, meanwhile promoting the efficiency of redox reaction for both hydrogen evolution reaction and oxygen evolution reaction which corresponds to the negative and positive photocurrents, respectively. Finally, a dual-band optical communication system incorporated with such photoelectrode is constructed with using only one photoelectrode to decode dual-channel signals with encrypted property. The proposed bipolar device architecture presents a viable route to manipulate the carrier dynamics for the development of a plethora of multi-functional optoelectronic devices for future sensing, communication, and imaging systems.",,Published,,,2023-03-15T10:40:10
Article,"Nucleation Stage for the Oriented Growth of Tantalum Sulfide Monolayers on Au(111)","Chagas, Thais||Mehlich, Kai||Samad, Abdus||Grover, Catherine||Dombrowski, Daniela||Cai, Jiaqi||Schwingenschlögl, Udo||Busse, Carsten","The Journal of Physical Chemistry C","American Chemical Society (ACS)",10.1021/acs.jpcc.3c00234,http://hdl.handle.net/10754/690344,2023-03-13,"Chagas, T., Mehlich, K., Samad, A., Grover, C., Dombrowski, D., Cai, J., Schwingenschlögl, U., & Busse, C. (2023). Nucleation Stage for the Oriented Growth of Tantalum Sulfide Monolayers on Au(111). The Journal of Physical Chemistry C. https://doi.org/10.1021/acs.jpcc.3c00234","We study the nucleation stage in the epitaxial growth of monolayer TaS2 as a model system for monolayer transition-metal sulfides. The growth was done under ultrahigh-vacuum conditions with Au(111) as a substrate on which the metal atoms are evaporated, and the sulfur is provided from a background of H2S. Using scanning tunneling microscopy, we find atomic-scale protrusions with a well-defined triangular shape that act as nuclei for the further growth of extended tantalum sulfide monolayers. We identify these protrusions as TaS3 using density functional theory. We propose that their unique orientation is the cause of the well-defined orientation of a complete TaS2 layer found under favorable growth conditions.",,Published,,,2023-03-15T10:30:11
Article,"Performance Analysis of Passive Retro-Reflector Based Tracking in Free-Space Optical Communications with Pointing Errors","Moon, Hyung-Joo||Chae, Chan-Byoung||Alouini, Mohamed-Slim","IEEE Transactions on Vehicular Technology","Institute of Electrical and Electronics Engineers (IEEE)",10.1109/tvt.2023.3255894,http://hdl.handle.net/10754/690343,2023-03-13,"Moon, H.-J., Chae, C.-B., & Alouini, M.-S. (2023). Performance Analysis of Passive Retro-Reflector Based Tracking in Free-Space Optical Communications with Pointing Errors. IEEE Transactions on Vehicular Technology, 1–6. https://doi.org/10.1109/tvt.2023.3255894","In this correspondence, we propose a diversity-achieving retroreflector-based fine tracking system for free-space optical (FSO) communications. We show that multiple retroreflectors deployed around the communication telescope at the aerial vehicle save the payload capacity and enhance the outage performance of the fine tracking system. Through the analysis of the joint-pointing loss of the multiple retroreflectors, we derive the ordered moments of the received power. Our analysis can be further utilized for studies on multiple input multiple output (MIMO)-FSO. After the moment-based estimation of the received power distribution, we numerically analyze the outage performance. The greatest challenge of retroreflector-based FSO communication is a significant decrease in power. Still, our selected numerical results show that, from an outage perspective, the proposed method can surpass conventional methods.",,Published,https://repository.kaust.edu.sa/bitstream/10754/690343/1/Performance_Analysis_of_Passive_Retro-Reflector_Based_Tracking_in_Free-Space_Optical_Communications_with_Pointing_Errors.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690343/Performance_Analysis_of_Passive_Retro-Reflector_Based_Tracking_in_Free-Space_Optical_Communications_with_Pointing_Errors.pdf.txt,2023-03-15T10:00:12
Article,"Differential susceptibility of Red Sea Pocilloporidae corals to UVB highlights photoacclimation potential","Overmans, Sebastian||Agusti, Susana","Frontiers in Marine Science","Frontiers Media SA",10.3389/fmars.2023.847559,http://hdl.handle.net/10754/690342,2023-03-13,"Overmans, S., & Agustí, S. (2023). Differential susceptibility of Red Sea Pocilloporidae corals to UVB highlights photoacclimation potential. Frontiers in Marine Science, 10. https://doi.org/10.3389/fmars.2023.847559","Despite being exposed to extreme water temperatures and solar irradiances, Red Sea corals are relatively resistant to bleaching. While their thermal tolerance is well described, little is known about their resistance to ultraviolet-B radiation (UVB). Here, we performed a short-term (2 days) UVB-removal incubation with Stylophora pistillata, and in situ measurements with Pocillopora verrucosa complemented by a long-term (46 days) transplantation and UVB-removal experiment. Using a suite of physiological parameters (effective quantum yield (Fv’/Fm’), oxidative stress (lipid peroxidation, LPO), and primary production), we assessed the impacts of UVB on the physiology and acclimation capacity of Red Sea corals. Shielding S. pistillata from UVB did not change the gross primary production or Fv’/Fm’, and respiration and LPO in the host remained unaffected. In situ, P. verrucosa exhibited less varying and significantly higher Fv’/Fm’ in 8 m depth (0.61 ± 0.04) than in 4 m (0.52 ± 0.06), 2 m (0.51 ± 0.09), and 0.5 m (0.50 ± 0.11), where water temperatures ranged from 30.5–33.4, 30.6–34.0, 30.8–34.5, 30.6–37.3°C and daily UVB exposures averaged 0.9, 2.9, 11.8 and 21.4 kJ m-2, respectively. Fv’/Fm’ correlated the strongest with UVB (-0.57), followed by PAR (-0.54) and temperature (-0.40), suggesting that UVB is a key determinant of photosynthetic efficiency. Fv’/Fm’ of upward transplanted specimens (T 1m) was initially decreased but gradually increased and reached the same values as shallow corals (1 m) after 44 days. UVB removal significantly increased the Fv’/Fm’ of transplanted corals in the first 20 days. Oxidative stress was initially highest in T 1m samples under full sunlight but equalized with 1 m specimens by day 46, whereas oxidative stress was significantly reduced by day 4 in T 1m corals sheltered from UVB. Overall, UVB-removal generally had little impact on the physiology of shallow-water S. pistillata and P. verrucosa but considerably accelerated the acclimation of upward transplanted corals. Our study highlights that UVB is a crucial stressor governing the photoacclimation capacity of these Red Sea coral species.",https://creativecommons.org/licenses/by/4.0/,Published,https://repository.kaust.edu.sa/bitstream/10754/690342/1/fmars-10-847559.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690342/fmars-10-847559.pdf.txt,2023-03-15T09:50:10
"Conference Paper","PROMOTING EXTRINSIC BRIDGING OF ADHESIVELY-BONDED CFRP JOINTS THROUGH THE ADHESIVE LAYER ARCHITECTURE","Ran, Tao||Gilles, Lubineau||Sofia, Teixeira De Freitas",,"Composite Construction Laboratory (CCLab), Ecole Polytechnique Federale de Lausanne (EPFL)",,http://hdl.handle.net/10754/690341,2022,,"Toughening and arresting crack propagation in secondary adhesive bonding of carbon fiber-reinforced polymers (CFRPs) are critical to their safety applications. Our previous work utilized the adhesive ligament bridging by alternatively patterning the mating surfaces, which successfully arrested the crack propagation under mode I loading. However, a large portion of the required energy is stored elastically in the stretching ligaments, which lead to sudden catastrophic debonding after the failure of ligaments. Two improvement methods are summarized in this work to further promote energy dissipation and slow down the catastrophic debonding. Integrating polyamide wires within the epoxy adhesive layer introduced complex failure mechanisms and bridging of embedded wires, while adopting a more ductile adhesive could largely extend the size of the bridging zone. Both methods are promising to soften the damage behavior when the bridging ligaments fail, and thus they both improve the reliability and damage tolerance of adhesively bonded joints.",https://creativecommons.org/licenses/by-nc/4.0/,Published,https://repository.kaust.edu.sa/bitstream/10754/690341/1/ECCM_Volume_B_Manufacturing%20%281%29%20%282%29.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690341/ECCM_Volume_B_Manufacturing%20%281%29%20%282%29.pdf.txt,2023-03-15T09:40:12
"Conference Paper","EXPERIMENTAL AND NUMERICAL STUDY OF THE INTRA/INTER LAMINAR DAMAGE COUPLING OF LAMINATED COMPOSITES","Hu, Ping||Lubineau, Gilles",,"Composite Construction Laboratory (CCLab), Ecole Polytechnique Federale de Lausanne (EPFL)",,http://hdl.handle.net/10754/690340,2022,,"Coupling between intralaminar and interlaminar damage largely influences the evolution of damage in laminated composites. A well-known example is the transverse crack induced local delamination. In the early stage of loading, the matrix is prone to diffuse matrix damage, followed by macroscopic transverse cracks. Stress concentration in the crack tip would then leads to local delamination in the interlaminar region. In this work, we implemented both experimental and numerical study to dig into the intra/inter laminar coupling mechanism. Our experiments indicated that preset intralaminar damage could be both detrimental and helpful to the interlaminar damage performance [1]. In one aspect, the transverse crack induced delamination will decrease the delamination resistance. In the other aspect, the preset intralaminar damage could cause crack branch inside the layers during delamination progress. The arrested delamination crack would pull out fiber bridging in mode I fracture. Both the wavy delamination crack and pulled out fiber bridging will, in the end, prohibit delamination propagation and dissipate more energy. Furthermore, we proposed a hybrid cohesive element to involve the coupling mechanism [2]. In this hybrid cohesive element, we not only use the classical displacement jump, but also the displacement field of the top and bottom surface of the cohesive element. The displacement field of the cohesive element's top and bottom surface is used to estimate the strain and damage level of the adjacent layers of this interested interface. The estimated in-plane strain could then be used to operate an appropriate strategy.",https://creativecommons.org/licenses/by-nc/4.0/,Published,https://repository.kaust.edu.sa/bitstream/10754/690340/1/ECCM_Volume_D_Modeling%20and%20prediction%20%281%29%20%281%29.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690340/ECCM_Volume_D_Modeling%20and%20prediction%20%281%29%20%281%29.pdf.txt,2023-03-15T09:40:12
"Conference Paper","DISTRIBUTED STRAIN SENSING IN COMPOSITE MATERIALS BY USING A CAPACITIVE SENSOR SHEET WITH CRAKED ELECTRODES.","Nesser, Hussein||Lubineau, Gilles",,"Composite Construction Laboratory (CCLab), Ecole Polytechnique Federale de Lausanne (EPFL)",,http://hdl.handle.net/10754/690339,2022,,"Distributed strain sensing, i.e., the ability to measure strains at different locations, has become especially important for detecting expected damage locations in structures. To date, monitoring distributed strain with high spatial resolution in composite structures is limited due to several technical limitations. Our solution is based on creating multiple sensing regions within the area of a single capacitive sensor body by considering the sensor as an analogical transmission line, reducing the connections to only two wires and simplifying the electronic interface. The proposed distributed sensor is a stretchable parallel-plate capacitor comprising two cracked electrodes separated by a dielectric layer. The piezoresistivity of the electrodes induces the transmission-line behavior in the entire sensor at radio frequencies. The transmission line behavior allows the sensing signal to be attenuated by high-resistance electrodes along the capacitive sensor's length. Different regions of the capacitive sensor can then be moitored by changing the sensing frequency and creating a virtual sensor length. Our system that allows free movements of deformable systems can be an alternative solution to detect local strain in composite materials without affecting their mechanical properties.",http://creativecommons.org/licenses/by-nc/4.0/legalcode,Published,https://repository.kaust.edu.sa/bitstream/10754/690339/1/ECCM_Volume_E_Applications%20and%20structures%20%282%29.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690339/ECCM_Volume_E_Applications%20and%20structures%20%282%29.pdf.txt,2023-03-15T09:20:12
"Conference Paper","NONMETALIC COMPOSITES AGING IN OIL AND GAS APPLICATION","Badeghaish, Wael||Wagih, Ahmed||Seraj, Muhamed||Lubineau, Gilles",,"Composite Construction Laboratory (CCLab), Ecole Polytechnique Federale de Lausanne (EPFL)",,http://hdl.handle.net/10754/690338,2022,,"Polymeric composites have been used to replace metals in many onshore and offshore applications due to their corrosion resistance. Transporting petrochemical gases and acids via composite materials at high pressure and temperature represents a challenge because the lack of confidence in such aggressive environments. Therefore, understanding the change in the physical and mechanical properties in polymeric composites under aggressive oil conditions is essential for providing novel designs and materials for these applications. This work presents a short literature review on the challenges facing application of polymeric composites in the oil and gas downhole aggressive corrosion environment. Moreover, it presents preliminary inspection on the integrity of a thermoplastic polymer (PEEK) subjected to HCl (0.8 Ph) at high temperatures (50 and 100 °C) for 14 days. The preliminary results demonstrated the good chemical resistance of PEEK at high temperature. Moreover, there was no effect on the mechanical properties of the PEEK at these conditions.",http://creativecommons.org/licenses/by-nc/4.0/legalcode,Published,https://repository.kaust.edu.sa/bitstream/10754/690338/1/ECCM_Volume_E_Applications%20and%20structures%20%281%29.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690338/ECCM_Volume_E_Applications%20and%20structures%20%281%29.pdf.txt,2023-03-14T17:10:06
"Conference Paper||Poster","On-chip photoacoustic transducer based on monolithic integration of piezoelectric micromachined ultrasonic transducers and metasurface lenses","Zhai, Yanfen||Sasaki, Takashi||Moridi, Mohssen||Lin, Ronghui||Alnakhli, Zahrah||Shamim, Atif||Li, Xiaohang||Younis, Mohammad I.||Hane, Kazuhiro||Wu, Lixiang",,SPIE,10.1117/12.2649216,http://hdl.handle.net/10754/690335,2023-03-09,"Zhai, Y., Sasaki, T., Moridi, M., Lin, R., Alnakhli, Z., Shamim, A., Li, X., Younis, M., Hane, K., & Wu, L. (2023). On-chip photoacoustic transducer based on monolithic integration of piezoelectric micromachined ultrasonic transducers and metasurface lenses. Photons Plus Ultrasound: Imaging and Sensing 2023. https://doi.org/10.1117/12.2649216","An on-chip photoacoustic transducer is proposed by monolithically integrating piezoelectric micromachined ultrasonic transducers (PMUTs) on metasurface lenses for applications such as single-cell metabolic photoacoustic microscopy (SCM-PAM)1 . As shown in Figure 1a, every PMUT cell has a ring-shaped top electrode, and the membrane center is transparent without piezoelectric and electrode materials. The laser beam, therefore, can travel through a PMUT cell after being focused by a metasurface lens bonded on the backside of the PMUT (see Figure.3). The on-chip photoacoustic transducer fully leverages current PMUT and metasurface technologies and does not rely on transparent piezoelectric and electrode materials like typical transparent ultrasonic transducers2 . Moreover, the on-chip photoacoustic transducer has a monolithic integrated achromatic metasurface lens (see Figure 3), which can easily and efficiently focus the visible light (wavelength range: 400-700 nm) at the same focus point. Design and process this and preliminarily test the performance of PMUT and metasurface.",,Published,,,2023-03-14T16:20:09
"Conference Paper","Open World Classification with Adaptive Negative Samples","Bai, Ke||Wang, Guoyin||Li, Jiwei||Park, Sunghyun||Lee, Sungjin||Xu, Puyang||Henao, Ricardo||Carin, Lawrence",,"Association for Computational Linguistics (ACL)",,http://hdl.handle.net/10754/690324,2022,,"Open world classification is a task in natural language processing with key practical relevance and impact. Since the open or unknown category data only manifests in the inference phase, finding a model with a suitable decision boundary accommodating for the identification of known classes and discrimination of the open category is challenging. The performance of existing models is limited by the lack of effective open category data during the training stage or the lack of a good mechanism to learn appropriate decision boundaries. We propose an approach based on adaptive negative samples (ANS) designed to generate effective synthetic open category samples in the training stage and without requiring any prior knowledge or external datasets. Empirically, we find a significant advantage in using auxiliary one-versus-rest binary classifiers, which effectively utilize the generated negative samples and avoid the complex threshold-seeking stage in previous works. Extensive experiments on three benchmark datasets show that ANS achieves significant improvements over state-of-the-art methods.",http://creativecommons.org/licenses/by/4.0/,Published,https://repository.kaust.edu.sa/bitstream/10754/690324/3/2022.emnlp-main.295.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690324/2022.emnlp-main.295.pdf.txt,2023-03-14T15:50:11
Article,"Interstitial carbon-platinum electronic metal-support interaction structure boost synergistic removal of O3 and CH3SH via surface atomic oxygen","Ma, Dingren||Cao, Jing||Liu, Kairui||Zhang, Yexing||Liang, Qiwen||Huang, Yajing||Guan, Xinyi||Hu, Lingling||He, Chun||Xia, Dehua","Applied Catalysis B: Environmental","Elsevier BV",10.1016/j.apcatb.2023.122578,http://hdl.handle.net/10754/690323,2023-03-06,"Ma, D., Cao, J., Liu, K., Zhang, Y., Liang, Q., Huang, Y., Guan, X., Hu, L., He, C., & Xia, D. (2023). Interstitial carbon-platinum electronic metal-support interaction structure boost synergistic removal of O3 and CH3SH via surface atomic oxygen. Applied Catalysis B: Environmental, 329, 122578. https://doi.org/10.1016/j.apcatb.2023.122578","Carbon atoms in the interstitial sites of metal nanoparticles have strong influence on heterogeneous catalysis via electronic metal-support interactions (EMSI). Here, the Pt catalysts with interstitial C-Pt EMSI structures were first developed and identified to boost the removal of ozone (O3) and methyl mercaptan (CH3SH). Experimental results showed that the intrinsic activity of the catalysts with low Pt loading (wt%, 0.95 %) was 186 times higher than that of commercial MnO2. This excellent catalytic performance was attributed to dual-site catalytic structures to promote the adsorption/activation of O3 at interstitial C and capture/oxidation of CH3SH at Pt simultaneously. More importantly, the interstitial C sites retained surface atomic oxygen (*O) with excellent reactivity and lowered the energy barrier of C–S bond breakage, thus achieving efficient decomposition of CH3SH into CO2/SO4 2-. This work provides high-performance catalysts and new mechanistic insights for the synergistic control of O3 and CH3SH.",,Published,,,2023-03-14T10:30:11
Article,"Biostratigraphy of the Numidian Formation and its underlying Tellian unit, based on calcareous nannofossils in Northern Tunisia: Implication on their stratigraphic vs. tectonic relationships","Belhajtaher, Ilef||Mattioli, Emanuela||Soussi, Mohamed||Ben Chaabane, Najeh","Journal of African Earth Sciences","Elsevier BV",10.1016/j.jafrearsci.2023.104896,http://hdl.handle.net/10754/690322,2023-03-02,"Belhajtaher, I., Mattioli, E., Soussi, M., & Ben Chaabane, N. (2023). Biostratigraphy of the Numidian Formation and its underlying Tellian unit, based on calcareous nannofossils in Northern Tunisia: Implication on their stratigraphic vs. tectonic relationships. Journal of African Earth Sciences, 201, 104896. https://doi.org/10.1016/j.jafrearsci.2023.104896","A detailed biostratigraphic study, based on calcareous nannofossils, was performed to re-evaluate the stratigraphic interpretation of the Numidian Formation and its structural relationship with the underlying El Haria, Boudabbous and Souar formations Tellian units (i.e., stratigraphic vs. tectonic). The new biostratigraphic results indicate that the Numidian Formation is not restricted to a Miocene age as considered in some recent works but spans from Oligocene (Rupelian and Chattian, NP23 to NP25) to early Miocene (Aquitanian and Burdigalian, NN1 to NN3). The Cap Serrat succession can be retained as the type section for the Tunisian Numidian Formation, where both the Chattian-Aquitanian (Oligocene/Miocene boundary) and the Aquitanian-Burdigalian transitions have been characterized. Based on the new calcareous nannofossil findings, several duplications of the sedimentary succession were identified. They include the thick shales and marls of El Haria (Maastrichtian-Paleocene) and Souar (Eocene) formations, thrusted by the Numidian Formation. The updated regional structural cross-sections, confirm that the Numidian Formation is currently juxtaposed by southward major thrust contact to the underlying Kasseb structural unit in the studied area. The latter is intensively affected by poly-phased tectonics, resulting in the thrust events associated with the Alpine phase inversion. This has to be taken into consideration in oil and gas exploration in the area of the fold-thrust belt system, in both onshore and offshore Northern Tunisia.",,Published,,,2023-03-14T10:20:11
Article,"Down-converting luminescent optoelectronics and their applications",,"APL Photonics","AIP Publishing",10.1063/5.0127552,http://hdl.handle.net/10754/690319,2023-02-22,,,,Published,https://repository.kaust.edu.sa/bitstream/10754/690319/1/Down-converting%20luminescent%20optoelectronics%20and%20their%20applications.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690319/Down-converting%20luminescent%20optoelectronics%20and%20their%20applications.pdf.txt,2023-03-14T09:20:09
Article,"Intelligent and smart biomaterials for sustainable 3D printing applications","de León, Elena Herrera Ponce||Valle Pérez, Alexander Uriel||Khan, Zainab N.||Hauser, Charlotte","Current Opinion in Biomedical Engineering","Elsevier BV",10.1016/j.cobme.2023.100450,http://hdl.handle.net/10754/690316,2023-03-04,"de León, E. H.-P., Valle-Pérez, A. U., Khan, Z. N., & Hauser, C. A. E. (2023). Intelligent and smart biomaterials for sustainable 3D printing applications. Current Opinion in Biomedical Engineering, 26, 100450. https://doi.org/10.1016/j.cobme.2023.100450","Smart and intelligent biomaterials can be designed to carry out special tasks in modern medicine and sustainability, and engineered to identify and respond to environmental stimuli. Therefore, intelligent biomaterials have a large number of applications that can go from health (e.g. tissue engineering, drug delivery and biosensors), to more recently explored environmental applications involving ecosystem restoration (e.g. coral reefs and environmental remediation). The use of 3D printing technology opens the vision towards automated biomanufacturing with more precision and definition. With this broad range of applications, smart and intelligent biomaterials are used separately or in combination with 3D printing to enable the design of eco-friendly and sustainable solutions that can be used to overcome challenges for both; modern medicine and the environment.",,Published,,,2023-03-14T08:50:07
"Conference Paper","Viscoelastic stress relaxation for estimating Shmin magnitude in deep sedimentary formations","Mandal, P. P.||Sarout, J.||Rezaee, R.||Finkbeiner, Thomas",,ARMA,10.56952/ARMA-2022-0172,http://hdl.handle.net/10754/690314,2022-06-26,"Mandal, P. P., Sarout, J., Rezaee, R., & Finkbeiner, T. (2022). Viscoelastic Stress Relaxation for Estimating Shmin Magnitude in Deep Sedimentary Formations. All Days. https://doi.org/10.56952/arma-2022-0172","General adaptability of viscoelastic stress relaxation from laboratory time-dependent deformation (creep) measurement to derive the least principal stress Shmin magnitudes at depths in sedimentary rocks is proposed. It is based upon a simple viscous rheological model and steady-state tectonic strain loading. Creep data reveals different viscoelastic behavior of rocks mostly controlled by the varying mineral composition and the direction of creep measurement (perpendicular/parallel to the bedding plane). First, this approach is applied in a vertical drilled well then verify in another vertical well located in the Canning Basin where the target resources are ultralow permeable unconventional gas shale reservoirs. A continuous Shmin magnitude profile at depth is obtained from wireline logs through the following: (i) combination of laboratory power-law fitting coefficients, (ii) geological horizontal stress accumulation by constant tectonic loading, and (iii) relatively uniform stress variation of principal stress components (Equation presented). along with depth. Eaton's extended model could not capture the stress layering effect precisely and may introduce more uncertainty because of its dependency on several unpredictable parameters while the proposed rheology model relies upon laboratory constituent parameters (B, n) where B is the inverse of static Young's modulus E and n describes time dependency of rock deformation under a given stress.",,Published,https://repository.kaust.edu.sa/bitstream/10754/690314/1/Mandal-et-al_2022_ViscoelasticStressRelaxationForEstimatingShmin%20%20%281%29.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/690314/Mandal-et-al_2022_ViscoelasticStressRelaxationForEstimatingShmin%20%20%281%29.pdf.txt,2023-03-13T11:30:09
Article,"Nonvolatile Magnetoelectric Switching of Magnetic Tunnel Junctions with Dipole Interaction","Chen, Aitian||Peng, Ren-Ci||Fang, Bin||Yang, Tiannan||Wen, Yan||Zheng, Dongxing||Zhang, Chenhui||Liu, Chen||Li, Zibin||Li, Peisen||Li, Yan||Zhao, Yonggang||Nan, Ce-Wen||Qiu, Ziqiang||Chen, Long-Qing||Zhang, Xixiang","Advanced Functional Materials",Wiley,10.1002/adfm.202213402,http://hdl.handle.net/10754/690313,2023-03-10,"Chen, A., Peng, R., Fang, B., Yang, T., Wen, Y., Zheng, D., Zhang, C., Liu, C., Li, Z., Li, P., Li, Y., Zhao, Y., Nan, C., Qiu, Z., Chen, L., & Zhang, X. (2023). Nonvolatile Magnetoelectric Switching of Magnetic Tunnel Junctions with Dipole Interaction. Advanced Functional Materials, 2213402. Portico. https://doi.org/10.1002/adfm.202213402","The magnetoelectric effect is technologically appealing because of its ability to manipulate magnetism using an electric field rather than magnetic field or current, thus providing a promising solution for the development of energy-efficient spintronics. Although 180° magnetization switching is vital to spintronic devices, the achievement of 180° magnetization switching via magnetoelectric coupling is still a fundamental challenge. Herein, voltage-driven full resistance switching of a magnetic tunnel junction (MTJ) with dipole interaction on a ferroelectric substrate through switchable parallel/antiparallel magnetization alignment is demonstrated. Parallel magnetization alignment along the y direction is obtained under a bias magnetic field. By rotating the magnetic easy axis via strain-mediated magnetoelectric coupling, the parallel magnetizations in the MTJ reorient to the x axis with opposite paths because of dipole interaction, thus resulting in antiparallel alignment. Moreover, this voltage switching of MTJs is nonvolatile owing to variations in dipole interaction and can be well understood via phase field simulations. The results provide an avenue to realize electrical switching of MTJs and are significant for exploring energy-efficient spintronic devices.",,Published,,,2023-03-13T11:10:10
